Team,Active Players,Age,Pos.,Status,Base Salary,Payroll %,Country
San Francisco Giants,Darin Ruf,35,DH,Arb 2,"$3,000,000",1.91,
San Francisco Giants,Curt Casali,33,C,Arb 4,"$2,600,000",1.66,
San Francisco Giants,Jake McGee,35,RP,Vet,"$2,500,000",1.59,
San Francisco Giants,Dominic Leone,30,RP,Arb 3,"$2,250,000",1.44,
San Francisco Giants,Austin Slater,29,CF,Arb 2,"$1,850,000",1.18,
San Francisco Giants,Jake Junis,29,RP,Arb 2,"$1,750,000",1.12,
San Francisco Giants,Jarlin Garcia,29,RP,Arb 2,"$1,725,000",1.10,Dominican Republic
San Francisco Giants,Jose Alvarez,33,RP,Vet,"$1,500,000",0.96,Venezuela
San Francisco Giants,John Brebbia,32,RP,Arb 2,"$837,500",0.53,
San Francisco Giants,Tyler Beede,29,RP,Pre-Arb,"$730,000",0.47,
San Francisco Giants,Tyler Rogers,31,RP,Pre-Arb,"$730,000",0.47,
San Francisco Giants,Logan Webb,25,SP,Pre-Arb,"$730,000",0.47,
San Francisco Giants,Mauricio Dubon,27,CF,Pre-Arb,"$715,000",0.46,
San Francisco Giants,Thairo Estrada,26,2B,Pre-Arb,"$715,000",0.46,Venezuela
San Francisco Giants,Joey Bart,25,C,Pre-Arb,"$707,500",0.45,
San Francisco Giants,Camilo Doval,24,RP/CL,Pre-Arb,"$703,750",0.45,Dominican Republic
San Francisco Giants,Sammy Long,26,SP,Pre-Arb,"$703,750",0.45,
San Francisco Giants,Luis Gonzalez,26,CF,Pre-Arb,"$700,000",0.45,
San Francisco Giants,Lucas Williams,25,SS,Pre-Arb,"$701,500",0.43,
San Francisco Giants,Yunior Marte,27,RP,Pre-Arb,"$700,000",0.42,Dominican Republic
San Francisco Giants,Jason Vosler,28,3B,Pre-Arb,"$700,000",0.41,
San Francisco Giants,Kervin Castro,23,P,Pre-Arb,"$700,000",0.39,Venezuela
Seattle Mariners,Robbie Ray,30,SP,Vet,"$21,000,000",19.90,
Seattle Mariners,Eugenio Suarez,30,3B,Vet,"$11,000,000",10.69,Venezuela
Seattle Mariners,Adam Frazier,30,2B,Arb 3,"$7,500,000",7.11,
Seattle Mariners,Jesse Winker,28,DH,Arb 2,"$7,000,000",6.63,
Seattle Mariners,J.P. Crawford,27,SS,Arb 2,"$5,000,000",5.69,
Seattle Mariners,Marco Gonzales,30,SP,Arb 2,"$5,500,000",5.45,
Seattle Mariners,Drew Steckenrider,31,RP,Arb 2,"$3,100,000",2.94,
Seattle Mariners,Chris Flexen,28,SP,Pre-Arb,"$2,750,000",2.89,
Seattle Mariners,Diego Castillo,28,RP/CL,Arb 1,"$2,150,000",2.04,Dominican Republic
Seattle Mariners,Paul Sewald,32,RP/CL,Arb 2,"$1,735,000",1.64,
Seattle Mariners,Tom Murphy,31,C,Arb 2,"$1,575,000",1.49,
Seattle Mariners,Dylan Moore,29,2B,Arb 1,"$1,350,000",1.28,
Seattle Mariners,Luis Torrens,26,C,Arb 1,"$1,200,000",1.14,Venezuela
Seattle Mariners,Andres Munoz,23,RP,Pre-Arb,"$937,000",0.89,Mexico
Seattle Mariners,Justus Sheffield,26,RP,Pre-Arb,"$760,800",0.72,
Seattle Mariners,Ty France,27,1B,Pre-Arb,"$734,500",0.70,
Seattle Mariners,Abraham Toro-Hernandez,25,3B,Pre-Arb,"$730,300",0.69,
Seattle Mariners,Anthony Misiewicz,27,RP,Pre-Arb,"$714,900",0.68,
Seattle Mariners,Logan Gilbert,25,SP,Pre-Arb,"$712,300",0.67,
Seattle Mariners,Erik Swanson,28,RP,Pre-Arb,"$711,600",0.67,
Seattle Mariners,Yohan Ramirez,27,RP,Pre-Arb,"$711,400",0.67,Dominican Republic
Seattle Mariners,Jarred Kelenic,22,LF,Pre-Arb,"$706,200",0.67,
Seattle Mariners,Cal Raleigh,25,C,Pre-Arb,"$702,900",0.67,
Seattle Mariners,Matt Brash,24,SP,Pre-Arb,"$700,100",0.66,
Seattle Mariners,Matt Festa,29,RP,Pre-Arb,"$700,000",0.66,
Seattle Mariners,Julio Rodriguez,21,CF,Pre-Arb,"$700,000",0.66,Dominican Republic
Seattle Mariners,Matt Koch,31,RP,Pre-Arb,"$700,000",0.62,
Seattle Mariners,Donnie Walton,28,SS,Pre-Arb,"$700,000",0.61,
St Louis Cardinals,Nolan Arenado,31,3B,Vet,"$35,000,000",18.61,
St Louis Cardinals,Paul Goldschmidt,34,1B,Vet,"$22,000,000",16.44,
St Louis Cardinals,Adam Wainwright,40,SP,Vet,"$17,500,000",11.07,
St Louis Cardinals,Miles Mikolas,33,SP,Arb 3,"$15,750,000",10.59,
St Louis Cardinals,Yadier Molina,39,C,Vet,"$10,000,000",6.32,
St Louis Cardinals,Steven Matz,31,SP,Vet,"$8,000,000",5.37,
St Louis Cardinals,Paul DeJong,28,SS,Arb 2,"$6,000,000",3.90,
St Louis Cardinals,Harrison Bader,28,CF,Arb 2,"$4,700,000",3.29,
St Louis Cardinals,Corey Dickerson,33,LF,Vet,"$5,000,000",3.16,
St Louis Cardinals,Tyler O'Neill,27,LF,Arb 1,"$3,500,000",2.21,
St Louis Cardinals,T.J. McFarland,33,RP,Vet,"$2,500,000",1.58,
St Louis Cardinals,Albert Pujols,42,DH,Vet,"$2,500,000",1.58,
St Louis Cardinals,Giovanny Gallegos,30,RP/CL,Arb 1,"$2,410,000",1.52,Mexico
St Louis Cardinals,Aaron Brooks,32,RP,Pre-Arb,"$1,400,000",0.89,
St Louis Cardinals,Nick Wittgren,31,RP,Arb 3,"$1,200,000",0.76,
St Louis Cardinals,Dakota Hudson,27,SP,Arb 1,"$1,050,000",0.66,
St Louis Cardinals,Jordan Hicks,25,SP,Arb 2,"$937,500",0.59,
St Louis Cardinals,Tommy Edman,27,2B,Pre-Arb,"$722,900",0.46,
St Louis Cardinals,Ryan Helsley,27,RP,Pre-Arb,"$722,450",0.46,
St Louis Cardinals,Genesis Cabrera,25,RP,Pre-Arb,"$719,200",0.45,Dominican Republic
St Louis Cardinals,Andrew Knizner,27,C,Pre-Arb,"$718,300",0.45,
St Louis Cardinals,Edmundo Sosa,26,SS,Pre-Arb,"$715,600",0.45,Panama
St Louis Cardinals,Kodi Whitley,27,RP,Pre-Arb,"$714,350",0.45,
St Louis Cardinals,Jake Woodford,25,RP,Pre-Arb,"$714,350",0.45,
St Louis Cardinals,Dylan Carlson,23,RF,Pre-Arb,"$703,000",0.44,
St Louis Cardinals,Andre Pallante,23,RP,Pre-Arb,"$700,000",0.44,
St Louis Cardinals,Packy Naughton,26,RP,Pre-Arb,"$700,000",0.39,
St Louis Cardinals,Brendan Donovan,25,OF,Pre-Arb,"$700,000",0.39,
Tampa Bay Rays,Kevin Kiermaier,32,CF,Vet,"$12,000,000",13.97,
Tampa Bay Rays,Corey Kluber,36,SP,Vet,"$8,000,000",9.18,
Tampa Bay Rays,Mike Zunino,31,C,Vet,"$7,000,000",8.04,
Tampa Bay Rays,Manuel Margot,27,RF,Arb 3,"$5,600,000",6.43,Dominican Republic
Tampa Bay Rays,Brooks Raley,34,RP,Pre-Arb,"$4,250,000",4.88,
Tampa Bay Rays,Brandon Lowe,27,2B,Pre-Arb,"$4,000,000",4.59,
Tampa Bay Rays,Ji-Man Choi,31,1B,Arb 2,"$3,200,000",3.67,"Korea, South"
Tampa Bay Rays,Yandy Diaz,30,3B,Arb 1,"$2,800,000",3.21,Cuba
Tampa Bay Rays,Matt Wisler,29,RP,Arb 3,"$2,160,000",2.48,
Tampa Bay Rays,Andrew Kittredge,32,RP/CL,Arb 1,"$1,850,000",2.12,
Tampa Bay Rays,Wander Franco,21,SS,Pre-Arb,"$1,000,000",1.67,Dominican Republic
Tampa Bay Rays,Brett Phillips,28,RF,Arb 1,"$1,400,000",1.61,
Tampa Bay Rays,Jeffrey Springs,29,RP,Arb 1,"$947,500",1.09,
Tampa Bay Rays,Jason Adam,30,RP,Pre-Arb,"$900,000",1.03,United States
Tampa Bay Rays,Jalen Beeks,28,RP,Arb 1,"$750,000",0.86,
Tampa Bay Rays,Harold Ramirez,27,RF,Arb 1,"$728,000",0.84,Colombia
Tampa Bay Rays,Randy Arozarena,27,DH,Pre-Arb,"$716,600",0.82,Cuba
Tampa Bay Rays,Drew Rasmussen,26,SP,Pre-Arb,"$711,800",0.82,
Tampa Bay Rays,Shane McClanahan,25,SP,Pre-Arb,"$711,400",0.82,
Tampa Bay Rays,J.P. Feyereisen,29,RP,Pre-Arb,"$708,600",0.81,
Tampa Bay Rays,Josh Fleming,26,SP,Pre-Arb,"$707,400",0.81,
Tampa Bay Rays,Taylor Walls,25,SS,Pre-Arb,"$704,000",0.81,
Tampa Bay Rays,Josh Lowe,24,LF,Pre-Arb,"$701,000",0.80,
Tampa Bay Rays,Ryan Thompson,30,RP,Pre-Arb,"$700,000",0.76,
Tampa Bay Rays,Phoenix Sanders,27,P,Pre-Arb,"$700,000",0.75,
Tampa Bay Rays,Javier Guerra,26,RP,Pre-Arb,"$704,900",0.74,Panama
Tampa Bay Rays,Rene Pinto,25,C,Pre-Arb,"$700,000",0.72,Venezuela
Tampa Bay Rays,Colin Poche,28,RP,Pre-Arb,"$700,000",0.72,
Texas Rangers,Corey Seager,28,SS,Vet,"$32,500,000",22.53,
Texas Rangers,Marcus Semien,31,2B,Vet,"$25,000,000",17.07,
Texas Rangers,Brad Miller,32,LF,Vet,"$6,000,000",4.10,
Texas Rangers,Kole Calhoun,34,RF,Vet,"$5,200,000",3.55,
Texas Rangers,Garrett Richards,34,RP,Vet,"$4,500,000",3.07,
Texas Rangers,Martin Perez,31,SP,Vet,"$4,000,000",2.73,Venezuela
Texas Rangers,Mitch Garver,31,C,Arb 2,"$3,335,000",2.28,
Texas Rangers,Matt Moore,33,RP,Vet,"$2,500,000",1.58,
Texas Rangers,Charlie Culberson,33,3B,Vet,"$1,750,000",1.19,
Texas Rangers,Willie Calhoun,27,DH,Arb 1,"$1,300,000",0.89,
Texas Rangers,Taylor Hearn,27,SP,Pre-Arb,"$1,050,000",0.72,
Texas Rangers,Brett Martin,27,RP,Arb 1,"$1,025,000",0.70,
Texas Rangers,Matt Bush,36,RP,Arb 1,"$825,000",0.56,
Texas Rangers,Kolby Allard,24,RP,Pre-Arb,"$720,000",0.49,
Texas Rangers,Dennis Santana,26,RP,Pre-Arb,"$720,000",0.49,Dominican Republic
Texas Rangers,Nick Solak,27,LF,Pre-Arb,"$720,000",0.49,
Texas Rangers,Nate Lowe,26,1B,Pre-Arb,"$716,000",0.49,
Texas Rangers,Brock Burke,25,RP,Pre-Arb,"$714,000",0.49,
Texas Rangers,Dane Dunning,27,SP,Pre-Arb,"$714,000",0.49,
Texas Rangers,Adolis Garcia,29,CF,Pre-Arb,"$714,000",0.49,Cuba
Texas Rangers,Jonah Heim,27,C,Pre-Arb,"$714,000",0.49,
Texas Rangers,Spencer Howard,25,SP,Pre-Arb,"$714,000",0.49,
Texas Rangers,John King,27,RP,Pre-Arb,"$714,000",0.49,
Texas Rangers,Eli White,28,OF,Pre-Arb,"$714,000",0.49,
Texas Rangers,Albert Abreu,26,RP,Pre-Arb,"$707,500",0.48,Dominican Republic
Texas Rangers,Andy Ibanez,29,3B,Pre-Arb,"$706,000",0.48,Cuba
Texas Rangers,Joe Barlow,26,RP/CL,Pre-Arb,"$704,000",0.48,
Texas Rangers,Glenn Otto,26,SP,Pre-Arb,"$700,000",0.43,
Toronto Blue Jays,George Springer,32,CF,Vet,"$28,000,000",17.18,
Toronto Blue Jays,Kevin Gausman,31,SP,Vet,"$21,000,000",12.16,
Toronto Blue Jays,Yusei Kikuchi,31,SP,Pre-Arb,"$16,000,000",9.26,Japan
Toronto Blue Jays,Matt Chapman,29,3B,Arb 2,"$12,000,000",7.24,
Toronto Blue Jays,Jose Berrios,28,SP,Arb 3,"$10,000,000",6.20,
Toronto Blue Jays,Vladimir Guerrero Jr.,23,1B,Arb 1,"$7,900,000",4.57,Canada
Toronto Blue Jays,Lourdes Gurriel Jr.,28,LF,Arb 1,"$4,500,000",2.85,Cuba
Toronto Blue Jays,Yimi Garcia,31,RP,Vet,"$4,000,000",2.61,Dominican Republic
Toronto Blue Jays,Raimel Tapia,28,RF,Arb 2,"$3,950,000",2.29,Dominican Republic
Toronto Blue Jays,Ross Stripling,32,SP,Arb 3,"$3,790,000",2.19,
Toronto Blue Jays,David Phelps,35,RP,Vet,"$1,750,000",1.01,
Toronto Blue Jays,Adam Cimber,31,RP,Arb 2,"$1,575,000",0.91,
Toronto Blue Jays,Bradley Zimmer,29,CF,Arb 1,"$1,300,000",0.75,
Toronto Blue Jays,Tim Mayza,30,RP,Arb 1,"$1,250,000",0.72,
Toronto Blue Jays,Trevor Richards,29,RP,Arb 1,"$1,000,000",0.58,
Toronto Blue Jays,Bo Bichette,24,SS,Pre-Arb,"$825,000",0.48,
Toronto Blue Jays,Alek Manoah,24,SP,Pre-Arb,"$730,000",0.42,
Toronto Blue Jays,Zack Collins,27,DH,Pre-Arb,"$728,400",0.42,
Toronto Blue Jays,Santiago Espinal,27,2B,Pre-Arb,"$723,550",0.42,
Toronto Blue Jays,Alejandro Kirk,23,C,Pre-Arb,"$714,000",0.41,Mexico
Toronto Blue Jays,Julian Merryweather,30,RP,Pre-Arb,"$711,200",0.41,
Toronto Blue Jays,Jordan Romano,29,RP/CL,Pre-Arb,"$710,400",0.41,
Toronto Blue Jays,Trent Thornton,28,RP,Arb 1,"$706,200",0.41,
Toronto Blue Jays,Gosuke Katoh,27,2B,Pre-Arb,"$718,000",0.41,United States
Toronto Blue Jays,Andrew Vasquez,28,RP,Pre-Arb,"$800,000",0.40,
Toronto Blue Jays,Tyler Heineman,31,C,Pre-Arb,"$700,000",0.39,
Toronto Blue Jays,Tayler Saucedo,29,RP,Pre-Arb,"$707,500",0.38,
Toronto Blue Jays,Bowden Francis,26,RP,Pre-Arb,"$700,000",0.36,
Washington Nationals,Patrick Corbin,32,SP,Vet,"$23,000,000",17.75,
Washington Nationals,Juan Soto,23,RF,Arb 2,"$17,100,000",12.96,Dominican Republic
Washington Nationals,Nelson Cruz,41,DH,Vet,"$12,000,000",9.10,Dominican Republic
Washington Nationals,Josh Bell,29,1B,Arb 3,"$10,000,000",7.58,
Washington Nationals,Cesar Hernandez,32,2B,Vet,"$4,000,000",3.03,Venezuela
Washington Nationals,Erick Fedde,29,SP,Arb 1,"$2,150,000",1.63,
Washington Nationals,Aaron Sanchez,29,SP,Vet,"$2,000,000",1.34,United States
Washington Nationals,Steve Cishek,36,RP,Vet,"$1,750,000",1.33,
Washington Nationals,Victor Robles,25,CF,Arb 1,"$1,650,000",1.25,Dominican Republic
Washington Nationals,Maikel Franco,29,3B,Vet,"$1,250,000",0.95,Dominican Republic
Washington Nationals,Alcides Escobar,35,SS,Vet,"$1,000,000",0.76,Venezuela
Washington Nationals,Victor Arano,27,RP,Arb 1,"$900,000",0.68,Mexico
Washington Nationals,Austin Voth,30,RP,Pre-Arb,"$875,000",0.66,
Washington Nationals,Tanner Rainey,29,RP/CL,Arb 1,"$860,000",0.65,
Washington Nationals,Kyle Finnegan,30,RP,Pre-Arb,"$725,900",0.55,
Washington Nationals,Lane Thomas,26,CF,Pre-Arb,"$723,600",0.55,
Washington Nationals,Paolo Espino,35,RP,Pre-Arb,"$716,200",0.54,
Washington Nationals,Yadiel Hernandez,34,LF,Pre-Arb,"$714,000",0.54,Cuba
Washington Nationals,Andres Machado,29,RP,Pre-Arb,"$708,200",0.54,Venezuela
Washington Nationals,Riley Adams,26,C,Pre-Arb,"$706,700",0.54,
Washington Nationals,Josiah Gray,24,SP,Pre-Arb,"$703,500",0.53,
Washington Nationals,Keibert Ruiz,23,C,Pre-Arb,"$701,300",0.53,Venezuela
Washington Nationals,Joan Adon,23,SP,Pre-Arb,"$700,200",0.53,Dominican Republic
Washington Nationals,Lucius Fox,24,SS,Pre-Arb,"$700,000",0.53,The Bahamas
Washington Nationals,Josh Rogers,27,RP,Pre-Arb,"$700,000",0.53,
Washington Nationals,Francisco Perez,24,RP,Pre-Arb,"$700,000",0.48,Dominican Republic
Washington Nationals,Samuel Clay,29,RP,Pre-Arb,"$700,000",0.48,
Washington Nationals,Erasmo Ramirez,32,RP,Vet,"$700,000",0.48,Nicaragua
